p,ford,fI,fII
111416881,2124,255,99
111417721,3060,355,155
111418129,2514,274,145
111418441,2178,259,104
111419809,2622,320,117
111420481,2316,249,137
111420961,2394,277,122
111422161,2382,281,116
111422329,2982,362,135
111422929,2604,319,115
111423841,2538,295,128
111424321,3012,355,147
111424609,2736,303,153
111426361,2700,296,154
111426841,2796,326,140
111427009,2706,331,120
111427369,1866,209,102
111427969,2760,320,140
111428209,2268,268,110
111428641,2124,252,102
111428809,3606,435,166
111429529,2442,270,137
111429649,2058,239,104
111430321,2502,304,113
111431041,2874,335,144
111431569,3732,452,170
111432889,2970,357,138
111433681,2886,336,145
111434569,2052,245,97
111435409,2262,262,115
111436249,2412,275,127
111437041,2124,240,114
111437089,2586,288,143
111438049,3168,385,143
111438601,2802,337,130
111438721,2016,217,119
111439441,2256,240,136
111439561,2094,239,110
111439729,2718,332,121
111439969,2256,276,100
111440281,2958,342,151
111440449,2706,306,145
111440809,2316,289,97
111441241,2610,291,144
111441961,2376,283,113
111442081,2712,292,160
111442321,2520,279,141
111442801,2328,294,94
111442921,2508,283,135
111443089,2808,316,152
111443929,1800,204,96
111444169,2544,305,119
111444841,2874,333,146
111447169,2724,328,126
111447289,2640,286,154
111448009,2760,314,146
111449641,2700,315,135
111450649,2664,315,129
111452041,2352,260,132
111452329,2610,304,131
111452569,2718,318,135
111453841,2808,333,135
111454561,2442,283,124
111454729,2076,239,107
111454921,2574,298,131
111455569,2250,251,124
111456769,2562,289,138
111457081,2274,278,101
111458929,2628,310,128
111459121,2496,278,138
111459721,3216,348,188
111462961,1878,218,95
111463489,2604,293,141
111464161,2502,273,144
111464329,2418,279,124
111464761,2556,272,154
111464929,2226,254,117
111465841,2148,259,99
111466609,2454,279,130
111467689,2538,294,129
111468121,2526,290,131
111468361,2604,285,149
111468961,2838,345,128
111469009,2760,327,133
111469129,3054,359,150
111469849,2922,320,167
111470209,2694,310,139
111471649,2436,273,133
111472321,2184,252,112
111472369,3048,343,165
111473569,2436,278,128
111473881,2514,286,133
111474841,1830,217,88
111475729,2436,281,125
111475849,1596,175,91
111475921,3282,380,167
111477361,2640,310,130
111477409,2646,316,125
111477601,2118,234,119
111479881,2466,285,126
111480121,3012,359,143
111480289,3252,380,162
111481441,2730,315,140
111481729,2934,322,167
111482401,3720,439,181
111482809,2088,231,117
111483289,2466,291,120
111484081,2586,308,123
111486481,2658,313,130
111488161,3048,344,164
111488281,2364,272,122
111488449,3084,349,165
111489289,2640,313,127
111490129,2664,287,157
111490201,1812,193,109
111490801,3036,338,168
111491209,2496,284,132
111492049,2802,320,147
111492529,2250,237,138
111493201,2226,256,115
111494161,2082,252,95
111494401,3126,387,134
111495049,2550,289,136
111495409,2448,269,139
111495721,3036,345,161
111495841,2538,288,135
111495889,3474,412,167
111497401,1932,226,96
111497689,2910,327,158
111498769,2904,345,139
111499249,2268,254,124
111499441,2106,240,111
111500089,2952,339,153
111500449,2826,330,141
111500761,2448,287,121
111501289,2172,253,109
111502441,2646,318,123
111502561,2526,299,122
111502801,2526,270,151
111502969,3126,374,147
111503281,2862,320,157
111503449,2862,363,114
111504121,2040,250,90
111504409,2442,278,129
111506089,2988,348,150
111506809,2700,310,140
111507169,2322,283,104
111507481,2760,313,147
111508609,1920,231,89
111508681,3120,372,148
111508849,2232,257,115
111509161,2664,302,142
111510121,2736,313,143
111511009,2346,274,117
111512521,2430,264,141
111513049,2964,343,151
111513889,2268,253,125
111514321,2520,280,140
111514489,2484,274,140
111515329,2232,250,122
111515881,2154,249,110
111516841,2886,330,151
111517009,2940,347,143
111517249,2778,323,140
111517921,2166,246,115
111518761,2466,288,123
111519409,1752,211,81
111519601,2982,339,158
111520249,2202,264,103
111520441,2718,323,130
111521281,1980,228,102
111522049,2124,243,111
111522121,2928,314,174
111522721,2538,303,120
111522889,2322,259,128
111523441,3108,366,152
111523609,3354,414,145
111524449,1932,225,97
111526081,2916,353,133
111526249,3612,413,189
111526801,2022,226,111
111527761,2508,286,132
111528169,2670,308,137
111528649,1986,233,98
111529441,1806,211,90
111529609,2094,250,99
111529681,2724,319,135
111530161,2676,318,128
111530329,2352,281,111
111530689,2082,223,124
111532849,2826,320,151
111532969,2760,321,139
111533641,3312,386,166
111533689,2562,302,125
111533881,2838,342,131
111534481,2664,294,150
111536329,2568,301,127
111536569,2442,305,102
111537001,2598,305,128
111537841,2418,271,132
111538249,2310,279,106
111538729,2244,271,103
111539521,1926,227,94
111540601,3024,345,159
111541201,2892,332,150
111541249,2496,289,127
111542209,2130,255,100
111542881,2352,273,119
111543121,3270,377,168
111544729,2676,320,126
111545641,2124,236,118
111545809,2502,280,137
111546121,2148,236,122
111546241,2250,266,109
111547321,2772,326,136
111547801,2568,303,125
111548089,1968,237,91
111548329,2502,294,123
111548641,2442,275,132
111549481,2124,236,118
111549601,2346,266,125
111549769,1878,214,99
111550441,2670,316,129
111551281,2040,235,105
111551329,2670,313,132
111551521,2142,244,113
111551689,2220,260,110
111552169,2682,297,150
111552361,3438,397,176
111553369,3504,376,208
111554041,1968,225,103
111554881,2454,292,117
111555049,2874,347,132
111556729,3516,408,178
111558049,2490,306,109
111559681,2208,256,112
111560089,2694,316,133
111560569,2382,284,113
111560689,2208,272,96
111560929,2076,236,110
111562369,2724,316,138
111562441,2436,285,121
111563209,2400,282,118
111564601,2982,339,158
111564889,2784,329,135
111565609,1914,224,95
111566401,2682,321,126
111566809,2250,260,115
111567121,2490,287,128
111567409,3744,443,181
111568081,2004,207,127
111568129,2592,292,140
111568321,2670,316,129
111569761,2010,231,104
111570001,1848,220,88
111570169,2916,337,149
111570601,2364,265,129
111571441,2580,305,125
111571849,2700,290,160
111572281,2460,292,118
111572449,2202,241,126
111573001,1644,199,75
111573169,2580,304,126
111573289,2406,286,115
111574201,2862,329,148
111575041,2580,302,128
111575689,3114,364,155
111575881,2784,306,158
111576649,2844,325,149
111577369,3012,364,138
111577489,2772,321,141
111577729,3390,373,192
111579241,2772,313,149
111579841,2418,285,118
111580009,2724,304,150
111580681,2310,248,137
111581089,2022,227,110
111581401,2130,264,91
111581521,3060,332,178
111581929,2754,306,153
111582409,1974,230,99
111582529,2484,282,132
111583249,2598,308,125
111583441,3000,358,142
111584041,2334,268,121
111584089,2514,271,148
111584761,2706,306,145
111584881,2100,230,120
111585601,2436,260,146
111585769,2280,267,113
111585889,3198,370,163
111586129,2748,327,131
111586441,2580,307,123
111587401,2388,281,117
111587809,3024,346,158
111588241,3366,440,121
111588409,2838,342,131
111588649,3000,340,160
111589969,2478,290,123
111590929,2478,288,125
111591169,2898,345,138
111592441,1908,216,102
111592489,2334,268,121
111593161,2154,260,99
111593329,1890,210,105
111593689,2094,249,100
111594289,2658,300,143
111594361,2826,323,148
111594529,2142,235,122
111595201,2448,292,116
111595801,2118,219,134
111596209,2700,321,129
111596521,3096,359,157
111599209,3264,382,162
111600169,2838,330,143
111600241,2058,221,122
111600409,2736,340,116
111601249,3342,398,159
111602761,2646,313,128
111603529,2574,303,126
111603769,2802,321,146
111604369,3102,365,152
111604921,3042,338,169
111605089,2646,327,114
111605881,3702,456,161
111606049,1968,217,111
111606289,2538,284,139
111606769,2148,222,136
111606889,2256,251,125
111607129,2850,315,160
111607801,3084,346,168
111608449,2268,261,117
111608569,3354,405,154
111609241,2118,248,105
111610129,2184,262,102
111610801,1824,218,86
111610969,2868,342,136
111612001,3588,426,172
111612841,2652,312,130
111613321,1752,203,89
111614521,2442,272,135
111615001,1920,216,104
111615169,2406,273,128
111615529,2754,319,140
111616201,1836,212,94
111618049,2406,256,145
111618721,3090,360,155
111619201,1836,213,93
111620881,2382,295,102
111621889,1860,225,85
111622249,3234,402,137
111622681,2172,249,113
111622729,2112,244,108
111622921,2388,287,111
111623089,2292,265,117
111624529,1974,213,116
111625081,1992,220,112
111626089,2298,250,133
111626929,2316,271,115
111627121,2568,309,119
111627289,2946,337,154
111627601,2778,323,140
111627721,1956,224,102
111629641,3102,355,162
111629809,2628,307,131
111630289,2244,263,111
111631081,1986,228,103
111631801,2340,265,125
111631921,2394,294,105
111632089,2556,292,134
111632161,2778,324,139
111632641,2406,281,120
111633481,2550,319,106
111633649,2814,319,150
111634489,3312,378,174
111634609,2742,332,125
111635521,3738,419,204
111636121,2670,324,121
111636961,3258,388,155
111637681,1896,222,94
111637969,2562,286,141
111638041,3114,360,159
111638641,2616,299,137
111639049,3498,405,178
111640489,2124,234,120
111642049,2328,271,117
111642169,2508,302,116
111642889,2664,304,140
111643849,2538,297,126
111643921,1944,215,109
111644089,2784,310,154
111646441,2952,367,125
111646609,3690,395,220
111646921,1950,227,98
111647281,2970,323,172
111647761,2466,282,129
111648961,2982,362,135
111649441,2652,310,132
111649729,2280,276,104
111650281,2484,296,118
111650401,2208,258,110
111650449,2064,229,115
111652129,2448,287,121
111652969,3066,358,153
111653761,2970,370,125
111654001,2838,322,151
111654481,2604,293,141
111655441,2538,288,135
111656689,2106,227,124
111658009,2268,285,93
111658369,2046,218,123
111658849,2070,238,107
111659809,2736,310,146
111660049,3204,390,144
111660721,2478,287,126
111661369,2454,268,141
111662329,2262,250,127
111663169,2358,292,101
111663841,2274,253,126
111664081,1392,179,53
111664561,2286,275,106
111664849,2364,273,121
111665089,3642,432,175
111665761,1956,228,98
111666241,2268,252,126
111666361,1758,221,72
111666769,2640,287,153
111667201,2700,317,133
111668281,2028,239,99
111668761,2088,253,95
111668929,2802,330,137
111669721,2418,296,107
111669769,2640,313,127
111670969,2976,354,142
111671401,2808,300,168
111671449,2760,318,142
111672409,2622,306,131
111673801,2514,280,139
111673921,3138,367,156
111674809,3060,352,158
111674929,2250,262,113
111675001,2832,320,152
111675481,2028,231,107
111675769,2460,281,129
111677281,2460,288,122
111677329,2256,264,112
111677689,3918,456,197
111678289,3054,346,163
111678529,2622,305,132
111679969,2592,315,117
111680521,2658,280,163
111681481,2670,312,133
111681529,3126,383,138
111682201,2238,253,120
111682561,2184,270,94
111683329,2274,274,105
111684049,1992,220,112
111684721,2232,256,116
111685009,2664,311,133
111685729,1620,188,82
111686089,2430,288,117
111686401,2400,279,121
111686929,3378,384,179
111687409,3120,359,161
111687769,3252,380,162
111688081,2826,347,124
111688201,1938,210,113
111689041,2088,239,109
111689089,2898,341,142
111689209,2694,327,122
111689761,2142,230,127
111690889,2916,361,125
111690961,2946,335,156
111691561,2748,314,144
111691969,2520,287,133
111692641,2370,266,129
111692809,2820,325,145
111693481,2022,238,99
111694129,2292,261,121
111694321,2658,299,144
111694489,1866,194,117
111694801,1944,233,91
111695161,3750,455,170
111695761,2220,278,92
111695929,2448,261,147
111698689,3192,368,164
111699001,2766,299,162
111699961,2892,364,118
111700969,2196,263,103
111701521,2604,302,132
111701641,2754,319,140
111703369,2730,320,135
111703561,3138,339,184
111703729,3534,406,183
111704881,2292,270,112
111705001,2340,268,122
111705241,2448,287,121
111705409,2076,245,101
111706249,3162,385,142
111707689,1914,233,86
111708409,2964,329,165
111708529,2256,257,119
111709249,3000,343,157
111709369,2406,273,128
111709921,2466,289,122
111711049,2670,311,134
111711601,2196,238,128
111711961,2370,272,123
111712441,2262,257,120
111712801,2766,341,120
111713449,2448,273,135
111714649,3054,357,152
111714961,3000,355,145
111715129,2748,315,143
111715489,3246,387,154
111716089,2940,346,144
111716329,3030,345,160
111716641,1620,183,87
111720529,3474,401,178
111721201,2592,305,127
111721681,2940,339,151
111723649,2784,315,149
111723889,2778,311,152
111724321,2358,276,117
111724369,2208,245,123
111724729,2160,240,120
111725161,2622,298,139
111726001,2544,304,120
111726049,2808,302,166
111726889,2712,308,144
111727249,2664,321,123
111727921,3762,459,168
111728401,2226,254,117
111729361,3156,367,159
111729601,1632,186,86
111730441,1830,222,83
111730921,2514,287,132
111731449,2766,340,121
111732769,2286,267,114
111733561,2520,284,136
111734281,2394,282,117
111734449,2532,285,137
111735241,2856,322,154
111735961,2538,290,133
111736081,3174,387,142
111736969,2304,263,121
111737089,2670,298,147
111737161,2802,322,145
111738001,2760,328,132
111738481,3132,368,154
111739009,2544,305,119
111739321,2016,230,106
111739609,2688,332,116
111740329,2280,250,130
111740449,2496,298,118
111741121,2802,338,129
111741529,1614,195,74
111742009,2946,337,154
111742369,3210,358,177
111743881,2556,305,121
111745321,2730,339,116
111746161,2574,306,123
111746209,2658,308,135
111748081,2208,262,106
111748729,2430,280,125
111749401,2706,321,130
111749569,2184,271,93
111749689,2508,305,113
111749929,2028,234,104
111750409,2040,227,113
111752209,2826,337,134
111753601,1860,213,97
111753721,2748,298,160
111754129,2538,304,119
111754441,2550,299,126
111754729,2178,259,104
111756961,2172,250,112
111757081,2718,314,139
111757489,2670,297,148
111757801,2214,257,112
111758329,2790,318,147
111758929,3198,390,143
111760849,2652,316,126
111761329,2316,271,115
111761521,2562,313,114
111762121,2232,261,111
111762841,2172,247,115
111763801,2400,273,127
111764041,2820,324,146
111764881,2958,337,156
111765649,2262,275,102
111765889,1716,198,88
111767041,2664,312,132
111767209,2322,286,101
111767881,1470,175,70
111769249,1878,214,99
111769561,2664,312,132
111769921,2280,279,101
111771241,2694,304,145
111771409,2694,314,135
111771601,2436,290,116
111771769,2952,339,153
111773281,2550,281,144
111774049,2442,251,156
111774769,2922,331,156
111774889,2526,293,128
111776809,2580,302,128
111777121,1782,209,88
111777409,2964,336,158
111777649,2364,266,128
111777961,2268,261,117
111779329,2946,328,163
111779929,2724,322,132
111780169,2454,290,119
111780769,2238,265,108
111781441,2658,310,133
111781609,1692,173,109
111783121,2754,332,127
111783169,1860,217,93
111783361,3462,398,179
111784969,2958,342,151
111785041,2310,283,102
111785521,1560,172,88
111785809,2412,269,133
111786529,3960,460,200
111786889,2970,346,149
111787201,2100,249,101
111787369,2298,278,105
111787561,2328,272,116
111787729,2220,252,118
111788401,2172,268,94
111788569,3084,352,162
111789049,2328,280,108
111789409,2652,323,119
111789889,2340,264,126
111790729,2676,316,130
111791761,2076,234,112
111792601,3540,426,164
111793609,2706,309,142
111795121,2154,240,119
111795721,2184,259,105
111796561,2970,369,126
111797401,2562,283,144
111798241,2286,231,150
111798649,2040,236,104
111798961,2130,237,118
111800329,2274,255,124
111802321,1926,212,109
111802681,2172,243,119
111803449,1914,215,104
111803521,2502,288,129
111804169,2898,339,144
111804289,2238,258,115
111804361,2268,270,108
111805201,1788,205,93
111805801,2958,331,162
111806041,3282,366,181
111806209,2346,262,129
111807529,2484,265,149
111807649,2814,304,165
111807721,2244,255,119
111809041,2370,277,118
111809161,2472,280,132
111810001,1920,238,82
111810169,1848,214,94
111811681,2826,345,126
111812089,2088,240,108
111812401,2340,280,110
111812521,3006,368,133
111812761,2370,261,134
111813409,2322,277,110
111813529,1884,195,119
111813769,2736,341,115
111814249,2046,247,94
111814609,3006,346,155
111816049,2820,352,118
111817561,2892,327,155
111817609,2994,371,128
111818281,2538,293,130
111818569,2268,273,105
111819121,3408,399,169
111819289,2670,309,136
111819481,2220,263,107
111820321,2394,271,128
111821161,2238,249,124
111821761,2448,292,116
111822001,2268,250,128
111823009,2682,296,151
111823321,2124,244,110
111825289,2460,269,141
111826801,2208,250,118
111828049,2658,304,139
111828649,2700,301,149
111828721,2418,262,141
111830161,2106,244,107
111830881,2814,336,133
111831721,2160,234,126
111832921,2436,268,138
111833401,2094,234,115
111833569,2022,225,112
111834601,2904,347,137
111834769,2682,306,141
111835081,2586,281,150
111835921,2418,303,100
111836041,3192,376,156
111836929,2034,241,98
111837289,2424,283,121
111837721,2328,285,103
111838609,1896,217,99
111839569,3258,375,168
111840409,2994,361,138
111840481,2286,260,121
111841489,2424,266,138
111842161,2562,298,129
111842329,1920,214,106
111842641,2088,227,121
111843001,2484,277,137
111843601,2286,267,114
111843769,2382,286,111
111843841,2316,267,119
111845161,1998,244,89
111846841,2442,279,128
111847009,2442,288,119
111847201,2478,279,134
111848809,3480,433,147
111849481,3246,379,162
111849649,3396,370,196
111849889,3396,399,167
111850561,3420,382,188
111850729,2376,282,114
111851401,2514,300,119
111851569,2208,261,107
111851881,2316,270,116
111852721,2466,297,114
111852889,2532,306,116
111853681,2370,262,133
111854089,2430,285,120
111854521,2178,262,101
111854569,2724,325,129
111855769,2730,341,114
111856081,2106,231,120
111856369,2646,286,155
111856441,2934,329,160
111856609,3396,393,173
111857041,2226,264,107
111857209,3090,371,144
111857929,2964,357,137
111858601,3012,324,178
111859729,2226,248,123
111860449,2640,301,139
111861289,3180,375,155
111861481,2430,271,134
111862081,2562,281,146
111862129,1986,244,87
111862249,2556,311,115
111862321,2340,262,128
111862921,2364,284,110
111862969,2166,232,129
111863641,2700,319,131
111863809,2352,291,101
111863929,2436,279,127
111864481,1542,177,80
111864601,2454,287,122
111867001,2166,237,124
111867841,2352,280,112
111868129,2556,292,134
111868681,2418,278,125
111869521,1590,199,66
111870361,2394,274,125
111871321,1794,210,89
111871369,2280,271,109
111871489,2472,281,131
111872569,2832,305,167
111872881,2286,257,124
111873001,2472,292,120
111873721,2760,345,115
111875089,2886,337,144
111875689,2280,275,105
111877081,2694,326,123
111877921,2304,275,109
111878089,2064,249,95
111878281,1986,221,110
111878449,2262,267,110
111878881,2304,264,120
111880129,1974,228,101
111880729,3060,364,146
111880801,2688,316,132
111881401,2670,306,139
111882289,2514,292,127
111882409,2628,306,132
111883129,3102,365,152
111883489,2208,254,114
111884761,2604,289,145
111885001,3828,440,198
111885601,2136,231,125
111885649,3012,321,181
111885769,2928,341,147
111886609,2622,307,130
111886681,2760,324,136
111886849,2934,341,148
111887449,2946,366,125
111887689,1878,214,99
111888121,2352,283,109
111889849,3186,360,171
111890521,3144,381,143
111890641,2994,353,146
111890689,1944,203,121
111890881,2346,283,108
111891529,3120,362,158
111892201,2580,280,150
111892489,2040,241,99
111893161,2742,327,130
111893209,2760,323,137
111893401,1866,216,95
111893569,3468,420,158
111894001,2868,348,130
111894049,2718,313,140
111894721,2514,284,135
111895081,2706,306,145
111896689,2862,346,131
111897769,2142,248,109
111898081,2070,241,104
111898921,2238,268,105
111900121,2094,252,97
111900601,2256,270,106
111900721,2478,288,125
111900769,2778,325,138
111900889,1878,200,113
111901441,2352,281,111
111901561,2580,290,140
111903409,2838,346,127
111903481,3054,356,153
111904801,2550,301,124
111904921,3276,387,159
111905089,2442,269,138
111905329,2238,259,114
111906169,2814,331,138
111906841,2844,327,147
111907681,2562,298,129
111908449,1830,206,99
111908521,3054,354,155
111909169,2328,268,120
111909361,2442,263,144
111910009,2382,266,131
111911689,2982,338,159
111911809,2406,301,100
111912721,3222,364,173
111913489,2718,326,127
111913729,2130,249,106
111914401,2334,255,134
111915721,1926,229,92
111915841,2478,300,113
111915889,2796,343,123
111916681,3234,373,166
111917521,2364,271,123
111917569,2412,279,123
111917761,2292,266,116
111918241,2658,285,158
111921721,2898,337,146
111921889,2484,281,133
111922609,3246,407,134
111922801,2262,261,116
111922969,2898,341,142
111924289,2550,279,146
111924961,2640,308,132
111925249,2502,294,123
111925321,2346,270,121
111925921,2556,281,145
111927601,2670,313,132
111927649,2862,331,146
111927769,2280,278,102
111928489,2850,328,147
111928849,2952,336,156
111929161,2304,247,137
111929281,2916,313,173
111929689,2046,241,100
111930289,2790,314,151
111930361,3180,357,173
111930961,2316,254,132
111931801,3312,395,157
111933889,2850,327,148
111934369,2136,237,119
111935209,2076,223,123
111935569,2778,307,156
111935881,2532,284,138
111936001,2454,286,123
111936241,2418,288,115
111937561,2772,310,152
111937681,2220,249,121
111939409,2814,312,157
111939769,3270,366,179
111940201,2304,267,117
111940249,1974,233,96
111940369,3360,374,186
111940441,2658,312,131
111940921,1686,183,98
111941881,2058,233,110
111943129,2466,273,138
111945961,2778,335,128
111946249,2352,253,139
111946801,2454,287,122
111947161,3468,384,194
111947929,2568,298,130
111948169,2904,342,142
111948649,3312,412,140
111948769,1776,199,97
111948841,2478,289,124
111949009,3264,381,163
111949489,1962,237,90
111949681,2700,314,136
111950161,3036,355,151
111950281,2490,292,123
111950689,2340,279,111
111952369,2718,302,151
111953521,1752,191,101
111953641,2946,350,141
111953689,2394,278,121
111954049,2376,264,132
111954481,2790,319,146
111954649,2784,317,147
111954721,2964,353,141
111954889,3336,396,160
111956041,2484,297,117
111956161,2874,336,143
111956401,3000,339,161
111957049,2988,343,155
111958681,2568,283,145
111960241,2172,256,106
111960361,3012,370,132
111960529,2874,341,138
111961441,2220,254,116
111962281,2406,291,110
111962449,1944,215,109
111963721,2406,272,129
111963889,2358,268,125
111964441,2046,243,98
111965641,3282,388,159
111965809,2226,259,112
111966241,2094,237,112
111966961,2658,296,147
111967081,2526,280,141
111967129,2718,313,140
111968929,3012,354,148
111970009,2526,277,144
111970489,3210,378,157
111971281,2562,318,109
111971689,2952,327,165
111972121,2862,345,132
111972169,1734,194,95
111973969,2874,318,161
111974041,1944,231,93
111974689,2694,328,121
111975049,3222,378,159
111975361,1866,209,102
111976201,2562,330,97
111976321,2652,302,140
111976369,2784,325,139
111976729,2850,329,146
111977161,2964,332,162
111978049,2064,245,99
111978409,2502,286,131
111979729,1902,209,108
111979921,2130,250,105
111980569,2514,294,125
111981241,2100,243,107
111982201,2250,263,112
111982249,2568,293,135
111983041,2076,235,111
111984289,2568,281,147
111984721,2526,293,128
111985129,2232,242,130
111985441,2580,291,139
111985561,2448,274,134
111985729,2478,293,120
111985969,2550,284,141
111986449,2382,271,126
111986569,2796,334,132
111987409,2970,345,150
111987649,2862,334,143
111988249,2580,297,133
111988969,2088,231,117
111989641,2670,302,143
111989809,2622,301,136
111989929,2508,277,141
111990001,2850,314,161
111990481,2754,316,143
111992281,2436,264,142
111992329,2496,291,125
111992449,2592,304,128
111993289,2172,233,129
111994009,2286,247,134
111994801,2094,244,105
111995209,3162,384,143
111996481,2946,367,124
111996649,2958,370,123
111996889,2322,247,140
111997729,3510,401,184
111998041,2286,280,101
111999049,3246,387,154
111999241,2970,323,172
112000249,1962,232,95
112000921,2790,344,121
112001401,1914,228,91
112001521,2034,238,101
112001569,2478,298,115
112002769,3156,379,147
112004281,1746,216,75
112004929,2202,274,93
112005601,2646,317,124
112005721,3030,371,134
112005769,2628,325,113
112005889,2418,284,119
112008241,2028,228,110
112008289,2598,281,152
112009321,2550,293,132
112009801,2436,297,109
112010089,2286,248,133
112010329,2520,277,143
112010641,2688,310,138
112010809,1920,216,104
112011169,2766,312,149
112011769,3036,337,169
112012009,2364,293,101
112013449,2358,277,116
112014121,3078,366,147
112014289,2862,328,149
112014841,2478,280,133
112014961,2214,272,97
112016209,2748,337,121
112016521,2190,268,97
112016809,2418,279,124
112017361,1686,192,89
112017649,2316,271,115
112019209,1656,179,97
112020049,2502,284,133
112021729,2142,246,111
112021849,2082,234,113
112022089,3546,432,159
112022929,2598,305,128
112023361,2508,294,124
112023529,2808,323,145
112024249,2466,296,115
112024369,2598,323,110
112025761,2292,274,108
112026289,2640,293,147
112026601,2154,241,118
112027801,2328,260,128
112028569,2472,283,129
112028809,2352,273,119
112029241,2436,283,123
112029649,2940,321,169
112030489,2364,265,129
112030801,2058,230,113
112031329,3030,378,127
112032841,3864,458,186
112033321,2196,252,114
112034161,2556,291,135
112035841,1878,223,90
112036009,2646,315,126
112036129,1830,214,91
112037521,2520,306,114
112038361,3144,359,165
112038481,2484,283,131
112038889,3054,347,162
112040041,2556,319,107
112041001,2688,301,147
112042009,2496,284,132
112044529,2010,232,103
112045441,2544,289,135
112046281,2442,293,114
112046761,2646,303,138
112047721,2574,291,138
112047961,2130,239,116
112049281,2118,247,106
112049449,2736,315,141
112049569,2388,272,126
112050121,2514,293,126
112050409,3030,327,178
112050481,1932,212,110
112050649,3246,398,143
112051321,3624,424,180
112051921,2736,301,155
112052641,2538,293,130
112052929,2430,254,151
112053169,2952,347,145
112054849,2064,216,128
112055329,2010,234,101
112056169,2292,272,110
112057009,1674,199,80
112057849,2694,318,131
112058689,2874,343,136
112058809,2034,226,113
112059481,2790,341,124
112059721,2130,261,94
112060369,2532,305,117
112060489,2580,300,130
112060561,2838,364,109
112061881,2358,274,119
112062001,2586,302,129
112063681,2280,257,123
112063849,3078,376,137
112063921,2832,344,128
112064089,3000,357,143
112064569,2448,283,125
112064761,1896,223,93
112065409,2178,239,124
112065769,2430,291,114
112066441,3156,365,161
112066609,3252,372,170
112068049,2562,301,126
112068721,2562,314,113
112068961,2862,336,141
112069129,2856,310,166
112069801,2742,310,147
112070281,2232,250,122
112070401,1842,199,108
112071121,2322,264,123
112072249,2316,280,106
112073329,2556,272,154
112074169,2712,314,138
112074481,2154,237,122
112074769,1944,215,109
112074841,3120,341,179
112075681,1602,193,74
112076281,2610,304,131
112076521,2874,321,158
112076689,2562,297,130
112077169,2658,297,146
112077289,2688,310,138
112077529,3120,348,172
112077961,2700,300,150
112078009,2310,252,133
112080361,2142,254,103
112080649,2880,341,139
112082569,1962,235,92
112083001,2826,346,125
112083409,2070,239,106
112083721,2484,298,116
112084081,2676,312,134
112085401,2910,325,160
112085761,3024,381,123
112086409,2850,345,130
112087201,2616,308,128
112087249,2412,276,126
112087609,2244,255,119
112088929,2634,308,131
112089889,3234,389,150
112090609,2292,271,111
112090729,2196,248,118
112091401,2970,371,124
112092121,2658,304,139
112092289,1890,207,108
112092649,2466,281,130
112093081,2442,279,128
112093129,1890,215,100
112093249,2130,247,108
112093921,1974,203,126
112094089,2424,262,142
112094329,2820,334,136
112094641,2316,259,127
112094761,2070,230,115
112095481,2562,284,143
112095769,2262,265,112
112096441,2706,302,149
112096489,3216,373,163
112096609,2376,273,123
112096681,2094,248,101
112097329,2766,325,136
112097449,2808,312,156
112097521,3504,416,168
112098001,2046,236,105
112098529,1356,164,62
112099369,3144,367,157
112099681,1938,209,114
112099849,2196,251,115
112099969,1818,205,98
112100641,2358,278,115
112100881,2598,297,136
112101049,2448,277,131
112101481,2940,361,129
112102729,2502,298,119
112103209,2742,312,145
112104049,2976,351,145
112104241,3912,471,181
112104721,2124,245,109
112106521,2442,276,131
112107409,2634,304,135
112108609,2682,322,125
112109449,2604,298,136
112109761,2364,267,127
112109929,2412,265,137
112110721,3120,364,156
112114081,2190,240,125
112114969,3084,364,150
112115089,2538,287,136
112115929,2760,322,138
112116601,2400,260,140
112117009,2190,260,105
112117609,3192,375,157
112119121,2226,253,118
112119169,2862,322,155
112120849,1878,213,100
112121041,2892,352,130
112121209,3018,337,166
112121521,2724,310,144
112121689,2496,279,137
112121881,2238,242,131
112122529,2562,294,133
112122889,3378,401,162
112123201,2322,262,125
112123729,2310,258,127
112124041,2988,341,157
112124209,2988,337,161
112124329,2610,308,127
112125001,2418,284,119
112125241,2868,338,140
112125721,3702,413,204
112126681,2304,276,108
112127401,1986,231,100
112127689,2544,320,104
112127929,1824,204,100
112128361,2034,239,100
112129249,2430,302,103
112130089,2850,347,128
112131121,2442,292,115
112131289,2958,323,170
112131769,2862,343,134
112131961,3216,386,150
112132609,2772,321,141
112132729,1980,217,113
112133449,2346,257,134
112134241,2592,306,126
112134481,2358,260,133
112135129,2274,266,113
112136329,2880,316,164
112136929,2574,295,134
112137481,2244,258,116
112137841,2814,334,135
112138849,2028,239,99
112139161,2310,264,121
112139281,2280,256,124
112140841,2670,289,156
112140961,2076,233,113
112141009,2538,294,129
112142209,2952,351,141
112142809,2766,320,141
112142881,2796,313,153
112143049,2670,339,106
112143481,2862,347,130
112143721,2820,334,136
112144321,2346,257,134
112145329,2910,315,170
112145881,2220,233,137
112146169,2436,285,121
112146241,2442,270,137
112147729,2232,266,106
112148929,2742,319,138
112150081,2394,294,105
112150249,2100,239,111
112150609,2802,325,142
112151041,2154,262,97
112151089,2706,315,136
112151761,2508,291,127
112151881,2316,258,128
112151929,3042,373,134
112152121,2382,271,126
112155961,2004,233,101
112156081,2784,319,145
112156129,2724,333,121
112156801,2460,287,123
112156921,3702,415,202
