p,ford,fI,fII
100119121,2628,309,129
100119961,3060,356,154
100120561,2256,262,114
100122961,2406,271,130
100123249,3120,377,143
100123321,2148,241,117
100123801,2868,322,156
100124161,2454,288,121
100124329,2700,304,146
100125481,1710,205,80
100126321,2496,292,124
100126441,2976,337,159
100126849,2640,290,150
100127281,1806,207,94
100128529,2916,356,130
100129369,3498,402,181
100129801,2568,296,132
100130521,2700,306,144
100131049,3330,398,157
100131481,3072,320,192
100131529,2190,251,114
100132369,2862,345,132
100132729,3042,359,148
100133161,2448,283,125
100133569,3186,370,161
100134241,1812,216,86
100134409,2730,322,133
100134721,2022,241,96
100134841,2424,262,142
100134889,2706,320,131
100135249,2286,258,123
100135561,2784,324,140
100137529,2664,291,153
100137601,2016,222,114
100138201,2448,267,141
100138609,2982,325,172
100138921,1854,210,99
100139089,2796,316,150
100140121,2052,251,91
100140289,3192,363,169
100140769,1896,220,96
100140961,2550,290,135
100141801,2562,298,129
100143289,2676,320,126
100143649,2802,318,149
100144081,2370,274,121
100144489,2502,287,130
100145161,2664,325,119
100145809,1728,199,89
100146481,3036,354,152
100146649,2580,298,132
100146769,2700,323,127
100146841,2814,320,149
100147009,2022,253,84
100147849,2790,333,132
100148689,2928,330,158
100150129,2442,273,134
100150681,1914,225,94
100151881,3288,388,160
100152721,2430,296,109
100153489,2604,327,107
100154401,2442,297,110
100154569,2718,335,118
100155889,2172,246,116
100156561,3228,383,155
100156921,3450,389,186
100157089,3462,405,172
100157401,2418,282,121
100157521,2058,242,101
100159201,2982,333,164
100160041,2448,292,116
100160449,1842,205,102
100161289,3360,382,178
100162801,2616,307,129
100164481,2340,264,126
100165129,2310,259,126
100165249,2466,292,119
100165489,2670,326,119
100165969,3000,364,136
100166761,2544,296,128
100167649,2700,313,137
100167841,2790,334,131
100168009,3036,366,140
100169449,2796,312,154
100169521,2472,291,121
100169689,2652,298,144
100170529,3042,331,176
100170841,2016,234,102
100171129,3030,345,160
100171681,2628,302,136
100173649,2430,276,129
100174369,2004,240,94
100175161,2478,293,120
100175209,3048,354,154
100175329,2622,319,118
100175401,2766,319,142
100176001,2250,259,116
100176409,2184,248,116
100177081,2370,289,106
100181761,2022,218,119
100182289,1926,234,87
100182961,2736,333,123
100183441,1986,235,96
100183609,2076,223,123
100183969,3510,401,184
100184449,2574,291,138
100184809,3678,424,189
100185289,2352,273,119
100185409,1866,211,100
100186081,2472,289,123
100186129,2712,319,133
100186249,2574,294,135
100186921,2970,345,150
100187761,2550,279,146
100188481,2346,253,138
100188601,3342,395,162
100188841,2634,294,145
100189009,3276,387,159
100189681,2130,269,86
100189849,2088,232,116
100190281,2280,253,127
100190329,2592,305,127
100190449,3270,384,161
100190521,1902,207,110
100191121,2970,350,145
100191961,2430,286,119
100192801,2418,271,132
100193689,2490,283,132
100193809,2160,248,112
100195321,2880,360,120
100196401,2940,344,146
