p,ford,fI,fII
1026913,1332,173,49
1027129,1260,151,59
1027153,1026,115,56
1027321,714,82,37
1027417,1434,159,80
1027489,756,78,48
1027753,1206,132,69
1027777,1578,185,78
1027969,1320,155,65
1028017,1164,134,60
1028089,1398,162,71
1028113,1374,151,78
1028329,810,89,46
1028473,1314,157,62
1028569,1290,147,68
1028617,1206,139,62
1028737,1020,115,55
1028761,1248,156,52
1028809,1002,118,49
1028953,1554,191,68
1029001,900,101,49
1029289,960,108,52
1029337,1284,150,64
1029361,924,92,62
1029409,1566,162,99
1029433,1302,133,84
1029481,1278,150,63
1029577,1812,209,93
1029601,954,103,56
1029697,1164,136,58
1029841,960,109,51
1029937,1662,192,85
1030033,990,104,61
1030153,1242,136,71
1030201,696,84,32
1030297,1182,146,51
1030369,1182,129,68
1030417,1452,178,64
1030441,828,85,53
1030537,1518,183,70
1030681,966,114,47
1030801,1038,110,63
1030873,1296,148,68
1030993,1410,169,66
1031137,1356,161,65
1031161,1488,164,84
1031281,1080,121,59
1031521,1092,123,59
1031593,1302,157,60
1031761,1050,120,55
1031809,774,91,38
1032049,1278,142,71
1032193,1458,170,73
1032433,1368,165,63
1032457,1740,192,98
1032601,1482,168,79
1032649,864,91,53
1032697,1206,137,64
1032721,1314,142,77
1032793,1332,154,68
1032841,1098,125,58
1032961,1146,134,57
1033033,1356,159,67
1033057,1428,169,69
1033273,1560,190,70
1033297,1296,153,63
1033369,828,94,44
1033393,1302,154,63
1033441,1326,148,73
1033489,1050,109,66
1033537,1332,164,58
1033777,1314,147,72
1033801,1068,118,60
1034233,1440,172,68
1034281,984,111,53
1034353,1122,124,63
1034617,1410,157,78
1034809,1392,148,84
1034833,1440,167,73
1034857,1782,209,88
1034953,1266,149,62
1035241,852,94,48
1035313,1524,185,69
1035361,1194,138,61
1035409,864,96,48
1035649,1122,122,65
1036129,930,103,52
1036153,1350,154,71
1036249,1548,179,79
1036297,1476,175,71
1036369,810,92,43
1036513,1032,116,56
1036537,1428,169,69
1036561,1098,121,62
1036681,648,74,34
1036729,780,89,41
1036873,1248,146,62
1036921,1212,143,59
1036993,1392,159,73
1037041,1032,116,56
1037089,696,74,42
1037137,1368,161,67
1037233,1350,178,47
1037329,1440,166,74
1037401,984,102,62
1037497,1758,193,100
1037593,1308,162,56
1037857,1098,129,54
1037929,1086,125,56
1038001,1230,140,65
1038073,1380,168,62
1038337,1248,150,58
1038409,624,65,39
1038529,1056,120,56
1038601,642,67,40
1038721,858,103,40
1038913,1248,149,59
1038937,1410,161,74
1039033,1536,188,68
1039081,1056,110,66
1039153,1470,169,76
1039249,738,85,38
1039321,1440,154,86
1039513,1506,185,66
1039537,918,104,49
1039657,1434,164,75
1039681,1008,112,56
1039897,1296,158,58
1039921,864,96,48
1040089,888,114,34
1040113,1314,146,73
1040161,936,96,60
1040353,1446,165,76
1040449,828,99,39
1040521,858,99,44
1040833,960,112,48
1040857,1278,133,80
1040881,828,93,45
1040929,1242,147,60
1041121,720,69,51
1041169,1308,160,58
1041241,1056,113,63
1041289,1230,138,67
1041529,1188,133,65
1041553,1638,201,72
1041577,1374,145,84
1041673,1314,151,68
1041793,1104,118,66
1041841,1218,128,75
1041889,1152,130,62
1041961,1392,163,69
1042081,1218,121,82
1042273,1272,156,56
1042369,1236,138,68
1042609,810,85,50
1042633,1260,151,59
1042681,1170,124,71
1042849,870,99,46
1042897,1050,114,61
1043089,1254,152,57
1043113,1584,186,78
1043209,1530,181,74
1043377,1302,146,71
1043401,846,96,45
1043521,1218,140,63
1043593,1500,191,59
1043617,1194,137,62
1043761,954,115,44
1043857,1350,160,65
1043929,1308,158,60
1044097,1554,176,83
1044193,1554,167,92
1044217,1386,150,81
1044289,816,77,59
1044409,876,102,44
1044457,1860,239,71
1044529,990,102,63
1044697,1428,168,70
1044889,1284,133,81
1045081,912,101,51
1045129,1134,131,58
1045153,1284,151,63
1045273,1884,220,94
1045321,840,100,40
1045393,1914,240,79
1045633,1092,129,53
1045729,1128,110,78
1045801,684,76,38
1046113,1158,128,65
1046257,1008,113,55
1046329,876,103,43
1046449,1206,133,68
1046497,2100,243,107
1046641,1116,131,55
1046833,1242,154,53
1046977,906,106,45
1047097,1356,161,65
1047289,912,97,55
1047313,936,112,44
1047649,876,107,39
1047721,966,101,60
1047841,900,101,49
1047961,762,85,42
1048009,828,81,57
1048129,1014,118,51
1048273,1446,163,78
1048609,804,91,43
1048633,1254,142,67
1048681,1050,120,55
1048897,1380,172,58
1049089,1680,202,78
1049137,1380,165,65
1049281,636,75,31
1049473,1410,175,60
1049497,1230,147,58
1049569,1206,139,62
1049809,1074,133,46
1049833,1134,121,68
1049857,1356,160,66
1049953,1122,140,47
1049977,1386,160,71
1050169,1386,156,75
1050241,1122,127,60
1050337,996,124,42
1050457,1188,143,55
1050769,1242,146,61
1050817,1134,138,51
1050913,1368,176,52
1050961,942,101,56
1051009,876,102,44
1051081,1050,129,46
1051153,1086,122,59
1051177,1440,164,76
1051417,1326,152,69
1051849,1116,132,54
1052041,750,87,38
1052137,1116,132,54
1052281,1386,155,76
1052329,1350,156,69
1052473,2148,262,96
1052881,948,106,52
1053097,1314,142,77
1053361,798,88,45
1053529,1008,113,55
1053697,1494,186,63
1053769,1308,148,70
1053817,1122,137,50
1054033,1344,150,74
1054201,1044,115,59
1054321,720,87,33
1054369,702,83,34
1054393,1260,148,62
1054441,936,108,48
1054609,1524,168,86
1054993,1380,176,54
1055017,1824,211,93
1055113,1632,185,87
1055137,1086,123,58
1055233,1188,138,60
1055689,1338,150,73
1055713,1266,151,60
1055737,1248,150,58
1055809,1056,110,66
1055881,942,105,52
1056049,996,121,45
1056073,1188,145,53
1056169,906,104,47
1056217,1404,160,74
1056241,1266,138,73
1056361,1248,143,65
1056481,1128,126,62
1056577,1290,150,65
1056721,768,92,36
1056793,1110,129,56
1057033,1488,176,72
1057129,1176,138,58
1057249,972,103,59
1057393,1164,134,60
1057489,882,96,51
1057561,1050,117,58
1057633,1308,151,67
1057657,1626,183,88
1057681,1014,95,74
1057753,1122,129,58
1057897,1344,151,73
1057993,1440,169,71
1058041,1122,123,64
1058257,1248,150,58
1058329,1278,134,79
1058353,1170,131,64
1058377,1482,175,72
1058593,1242,148,59
1058809,1242,140,67
1059001,942,120,37
1059073,1530,187,68
1059169,1122,121,66
1059217,1356,140,86
1059313,1116,127,59
1059433,1782,211,86
1059697,1038,116,57
1059769,810,84,51
1059889,1188,136,62
1059937,1470,166,79
1060009,1068,120,58
1060177,1806,218,83
1060201,822,97,40
1060249,840,87,53
1060321,1212,138,64
1060393,1362,161,66
1060441,1362,151,76
1060513,1164,118,76
1060777,1506,169,82
1060993,1416,185,51
1061353,1206,143,58
1061377,1290,151,64
1061569,960,106,54
1061617,1740,212,78
1061689,1134,124,65
1061737,1446,160,81
1061881,1470,163,82
1062001,1068,126,52
1062073,1218,141,62
1062121,906,96,55
1062169,1080,128,52
1062361,1212,130,72
1062409,1224,148,56
1062601,666,75,36
1062673,1470,192,53
1062697,1404,157,77
1062793,966,120,41
1062913,1380,159,71
1063009,1200,141,59
1063033,1494,163,86
1063177,1572,187,75
1063201,1230,141,64
1063273,1014,125,44
1063441,570,66,29
1063561,876,100,46
1063609,1098,116,67
1063729,1014,123,46
1063849,1182,133,64
1063873,1536,174,82
1063897,1350,155,70
1063921,630,80,25
1063969,642,80,27
1064017,1158,145,48
1064257,1386,161,70
1064281,726,84,37
1064377,1278,152,61
1064473,852,102,40
1064521,1266,130,81
1064593,1482,168,79
1064689,1260,137,73
1064737,1284,140,74
1064953,1404,172,62
1064977,1212,152,50
1065073,1074,135,44
1065217,1542,183,74
1065313,1320,169,51
1065409,834,98,41
1065433,1368,166,62
1065529,960,108,52
1065601,888,91,57
1065697,1320,156,64
1065817,1344,151,73
1065937,1206,138,63
1066297,984,112,52
1066561,1266,133,78
1066729,1272,139,73
1066753,1110,127,58
1066777,1698,190,93
1067137,1272,160,52
1067329,672,74,38
1067497,1296,142,74
1067569,1494,174,75
1067593,1698,203,80
1067761,1056,124,52
1068217,1200,141,59
1068241,1080,129,51
1068409,960,105,55
1068481,1014,114,55
1068577,1584,189,75
1068721,1068,119,59
1068817,1296,156,60
1068889,1350,135,90
1068913,1488,165,83
1069129,1464,172,72
1069273,1374,162,67
1069441,624,67,37
1069561,1122,128,59
1069609,1014,118,51
1069777,1032,129,43
1069921,1176,125,71
1070233,1812,224,78
1070257,1536,189,67
1070497,1014,123,46
1070569,1572,179,83
1070689,792,87,45
1070761,1128,110,78
1071121,1122,114,73
1071193,1560,174,86
1071241,1104,125,59
1071313,1158,137,56
1071337,1758,203,90
1071457,1290,148,67
1071529,1164,133,61
1071601,1452,157,85
1071817,1878,219,94
1071841,624,66,38
1071937,1248,137,71
1072009,726,81,40
1072129,918,103,50
1072537,1476,176,70
1072633,1110,120,65
1072657,1140,137,53
1072801,912,96,56
1072849,1074,119,60
1072969,1206,134,67
1073089,1140,121,69
1073113,1482,185,62
1073209,978,110,53
1073353,1206,141,60
1073521,864,92,52
1073593,1482,163,84
1073713,936,107,49
1073857,984,111,53
1073881,600,64,36
1073953,1032,121,51
1074001,1068,124,54
1074121,1206,139,62
1074289,1554,173,86
1074361,1014,101,68
1074433,1470,187,58
1074481,966,112,49
1074649,930,108,47
1074673,1254,145,64
1074889,984,104,60
1075177,1428,169,69
1075201,1332,140,82
1075441,942,112,45
1075489,1116,119,67
1075537,1068,114,64
1075561,912,104,48
1075681,984,97,67
1075729,1152,138,54
1075897,1620,184,86
1076017,1788,205,93
1076113,1026,121,50
1076137,1428,159,79
1076281,1572,172,90
1076329,738,86,37
1076353,1536,177,79
1076401,1104,138,46
1076473,1284,144,70
1076617,1206,139,62
1076953,1614,187,82
1077289,1578,184,79
1077337,1512,183,69
1077457,1572,192,70
1077673,984,116,48
1077697,1104,121,63
1077721,984,97,67
1077793,1566,178,83
1077841,1104,132,52
1077913,1254,134,75
1078009,792,83,49
1078081,768,86,42
1078153,1440,182,58
1078369,1092,130,52
1078393,1398,170,63
1078417,1584,177,87
1078489,948,95,63
1078537,1398,168,65
1078657,1380,168,62
1078681,1194,144,55
1078849,990,122,43
1078873,1488,162,86
1078993,1422,173,64
1079233,1020,122,48
1079329,1044,105,69
1079473,1464,165,79
1079569,780,92,38
1079593,990,117,48
1079809,864,96,48
1079929,1392,163,69
1079977,1464,166,78
1080049,1080,124,56
1080073,1164,140,54
1080097,1752,204,88
1080217,1308,158,60
1080433,1062,121,56
1080481,1086,117,64
1080553,1446,168,73
1080649,1134,118,71
1080817,1314,156,63
1080841,984,100,64
1080913,1140,137,53
1081153,1260,146,64
1081369,792,84,48
1081417,1116,139,47
1081441,708,85,33
1081513,1434,156,83
1081657,1110,126,59
1081681,1104,127,57
1081777,1248,158,50
1082017,1320,150,70
1082089,906,105,46
1082161,1086,120,61
1082209,1242,153,54
1082233,1632,180,92
1082377,1650,177,98
1082593,1086,134,47
1082761,1110,129,56
1082881,1200,145,55
1083073,1230,157,48
1083193,1602,194,73
1083241,1452,150,92
1083289,642,68,39
1083337,1500,192,58
1083409,1218,143,60
1083601,840,87,53
1083721,930,90,65
1083793,1020,122,48
1083913,1362,159,68
1084177,1296,150,66
1084297,1398,167,66
1084609,1020,110,60
1084777,1152,136,56
1085017,1650,188,87
1085113,1254,151,58
1085137,1404,165,69
1085353,1422,180,57
1085473,972,121,41
1085521,1224,138,66
1085737,1302,141,76
1085809,780,90,40
1085857,1218,138,65
1085881,1050,118,57
1086073,1824,233,71
1086193,1362,165,62
1086361,906,106,45
1086433,1428,163,75
1086529,1146,129,62
1086769,1266,153,58
1086817,1182,132,65
1086913,894,107,42
1086937,1470,169,76
1087129,942,99,58
1087249,1104,140,44
1087561,876,93,53
1087657,1740,218,72
1087729,1128,125,63
1087753,1434,183,56
1087873,1080,126,54
1087897,1878,218,95
1088089,1098,114,69
1088161,864,98,46
1088209,972,109,53
1088233,1554,195,64
1088449,1542,184,73
1088569,858,90,53
1088617,1710,212,73
1088641,846,96,45
1088761,1008,120,48
1088953,1488,182,66
1088977,1404,165,69
1089217,1140,133,57
1089313,1050,120,55
1089457,1674,191,88
1089481,1068,104,74
1089793,1050,122,53
1089841,720,85,35
1089961,1146,126,65
1090129,1380,163,67
1090153,1074,110,69
1090249,1014,111,58
1090273,1458,175,68
1090681,780,85,45
1090849,1014,111,58
1090897,1260,154,56
1091017,1068,119,59
1091137,1380,151,79
1091161,1182,135,62
1091257,1530,183,72
1091329,1218,137,66
1091401,1050,121,54
1091521,804,93,41
1091617,1146,132,59
1091737,1692,197,85
1091809,1302,150,67
1092241,1020,109,61
1092337,1038,118,55
1092361,684,79,35
1092433,978,117,46
1092601,1410,148,87
1092961,540,57,33
1093033,1194,155,44
1093129,780,97,33
1093177,1314,156,63
1093201,906,95,56
1093249,930,114,41
1093273,1326,159,62
1093297,1422,171,66
1093441,1038,116,57
1093537,1470,167,78
1093633,1326,163,58
1093657,1668,186,92
1093681,792,91,41
1093753,1524,169,85
1093777,1212,138,64
1093969,1230,138,67
1093993,1560,189,71
1094089,1338,158,65
1094161,984,111,53
1094209,918,103,50
1094377,1668,191,87
1094449,1272,144,68
1094473,942,112,45
1094689,936,108,48
1094809,720,86,34
1094833,984,111,53
1094881,1236,143,63
1095049,1110,131,54
1095169,834,96,43
1095313,1422,166,71
1095433,1200,137,63
1095481,588,69,29
1095529,1122,124,63
1095793,1200,138,62
1095841,1074,121,58
1095961,1056,121,55
1096057,1104,134,50
1096201,882,100,47
1096393,1158,144,49
1096489,1086,123,58
1096561,1092,124,58
1096609,1248,140,68
1096969,1146,131,60
1097017,1314,161,58
1097113,1368,156,72
1097209,780,93,37
1097377,1032,114,58
1098073,1014,123,46
1098121,1074,123,56
1098193,1548,171,87
1098313,1356,166,60
1098481,1182,131,66
1098649,1596,190,76
1098673,1494,182,67
1099057,1356,175,51
1099081,756,93,33
1099177,1464,172,72
1099249,1326,149,72
1099369,1188,130,68
1099393,1110,128,57
1099489,1410,151,84
1099513,1230,146,59
1099633,1434,177,62
1099729,774,86,43
1100041,1224,139,65
1100089,1044,112,62
1100161,1332,150,72
1100353,1602,198,69
1100377,1410,152,83
1100569,1194,141,58
1100641,1080,116,64
1100833,1722,197,90
1100857,1410,155,80
1100977,1188,145,53
1101097,2250,254,121
1101169,1110,135,50
1101193,1200,144,56
1101409,1164,121,73
1101433,1242,147,60
1101577,1194,140,59
1101649,1200,134,66
1101673,1350,159,66
1101697,1200,142,58
1101937,1458,164,79
1102201,912,100,52
1102249,864,102,42
1102393,1806,215,86
1102441,990,104,61
1102537,1284,160,54
1102681,1248,143,65
1102729,966,115,46
1102921,618,79,24
1103017,1524,181,73
1103041,1176,114,82
1103257,1074,145,34
1103281,834,87,52
1103353,1656,166,110
1103449,858,94,49
1103497,1710,209,76
1103617,1440,170,70
1103737,2292,285,97
1103857,1560,189,71
1104097,1182,139,58
1104193,1206,146,55
1104217,1338,159,64
1104241,1086,130,51
1104289,1038,112,61
1104409,1122,128,59
1104769,1224,138,66
1104889,1248,135,73
1104913,1536,196,60
1104937,1218,144,59
1105009,1122,116,71
1105033,1356,156,70
1105177,1338,156,67
1105201,1116,127,59
1105441,852,98,44
1105513,1422,179,58
1105537,1242,136,71
1105609,984,104,60
1105873,1284,155,59
1106137,1548,180,78
1106233,1482,170,77
1106257,1188,138,60
1106401,858,98,45
1106449,846,93,48
1106569,1104,127,57
1106593,1482,183,64
1106689,1098,114,69
1106761,1260,149,61
1106881,738,87,36
1106953,1068,131,47
1106977,1512,187,65
1107049,804,98,36
1107217,1590,174,91
1107409,930,110,45
1107433,1380,152,78
1107553,1782,216,81
1107721,1098,130,53
1107793,1074,125,54
1107913,1206,144,57
1107937,1182,134,63
1108057,1674,203,76
1108201,1122,112,75
1108321,1080,116,64
1108369,1380,152,78
1108489,1524,176,78
1108537,1206,131,70
1108561,924,98,56
1108609,1230,136,69
1108633,1710,209,76
1108729,1302,148,69
1108753,1476,176,70
1108801,876,98,48
1108993,936,112,44
1109113,1434,168,71
1109161,768,84,44
1109257,1452,180,62
1109281,1230,139,66
1109401,930,100,55
1109473,1200,143,57
1109737,1632,194,78
1109761,876,85,61
1109881,1500,155,95
1110289,1188,120,78
1110313,1206,149,52
1110433,1308,150,68
1110817,1002,116,51
1110913,1356,165,61
1111057,1128,128,60
1111081,1290,137,78
1111393,1512,167,85
1111489,1122,127,60
1111801,1098,119,64
1111897,1506,192,59
1111921,1584,181,83
1112017,1758,209,84
1112113,1194,134,65
1112569,1242,139,68
1112689,978,117,46
1112737,1686,189,92
1112833,1134,131,58
1112857,1374,163,66
1112953,1542,178,79
1112977,1464,177,67
1113193,1278,143,70
1113337,972,117,45
1113481,1362,154,73
1113793,1284,158,56
1113961,630,77,28
1114249,1164,124,70
1114273,1344,156,68
1114297,1134,125,64
1114489,1158,151,42
1114657,1080,123,57
1114681,852,92,50
1114753,1290,153,62
1114801,732,88,34
1114849,1278,137,76
1114873,1482,180,67
1114969,1086,124,57
1115089,1236,140,66
1115113,1446,178,63
1115329,1260,156,54
1115449,1074,124,55
1115497,1812,207,95
1115641,978,114,49
1115713,810,91,44
1115857,1404,164,70
1115929,1182,122,75
1116001,1212,128,74
1116289,1014,109,60
1116337,1170,132,63
1116601,1524,164,90
1116889,1272,146,66
1116937,1452,164,78
1117009,948,112,46
1117033,1374,159,70
1117057,1674,196,83
1117153,1602,185,82
1117177,1596,180,86
1117273,1194,143,56
1117321,804,86,48
1117489,1080,122,58
1117513,1224,136,68
1117609,1146,140,51
1117657,1314,151,68
1117681,1224,135,69
1117729,1356,148,78
1117993,1554,189,70
1118041,720,84,36
1118113,1518,184,69
1118137,1332,158,64
1118497,1050,116,59
1118569,888,96,52
1118713,1680,204,76
1118737,1200,138,62
1118809,1362,145,82
1118857,1932,234,88
1119049,942,103,54
1119121,1212,126,76
1119169,1080,126,54
1119241,1290,152,63
1119529,1014,118,51
1119577,1506,181,70
1119649,1242,146,61
1119673,1134,127,62
1119697,1446,171,70
1119793,1326,153,68
1119817,1608,185,83
1119913,1374,162,67
1120081,996,112,54
1120153,1308,145,73
1120321,1236,143,63
1120369,1350,149,76
1120513,1212,137,65
1120633,1428,175,63
1120849,816,88,48
1120969,1140,131,59
1120993,1518,179,74
1121017,1386,164,67
1121257,1248,148,60
1121377,1716,194,92
1121689,1392,160,72
1121737,1434,166,73
1121833,1638,195,78
1122001,570,71,24
1122241,978,117,46
1122481,1194,126,73
1122529,786,92,39
1122721,1026,125,46
1122841,1056,109,67
1122937,1446,167,74
1123081,984,115,49
1123561,1722,194,93
1123729,1092,131,51
1123777,1566,182,79
1123873,1218,136,67
1123897,1614,188,81
1124041,798,92,41
1124113,1044,121,53
1124209,900,92,58
1124353,1518,183,70
1124377,1464,182,62
1124449,906,109,42
1124593,1380,160,70
1124833,1422,173,64
1125001,828,94,44
1125097,1134,131,58
1125121,1254,140,69
1125169,1338,163,60
1125193,1392,153,79
1125217,1056,126,50
1125361,1350,152,73
1125433,1050,121,54
1125529,1320,149,71
1125793,888,96,52
1125913,1566,202,59
1126033,1614,186,83
1126201,1344,157,67
1126441,690,66,49
1126513,1422,176,61
1126537,1686,188,93
1126561,1158,144,49
1126897,1476,175,71
1127209,1182,130,67
1127281,552,64,28
1127617,1440,167,73
1127641,1278,141,72
1127809,966,110,51
1127857,1368,153,75
1127881,1098,115,68
1128289,1152,137,55
1128313,1740,206,84
1128433,1194,133,66
1128553,1470,176,69
1128577,1308,157,61
1128601,918,110,43
1128697,1350,162,63
1128769,1326,162,59
1128889,1116,130,56
1128937,1638,186,87
1129033,1662,216,61
1129153,954,118,41
1129441,852,102,40
1129489,1080,126,54
1129561,834,94,45
1129729,1542,181,76
1129897,1416,150,86
1130257,1554,196,63
1130281,966,108,53
1130497,1854,214,95
1130641,960,111,49
1130737,1566,179,82
1130809,834,90,49
1130929,1170,128,67
1130953,1878,220,93
1131049,954,112,47
1131121,918,106,47
1131217,1452,174,68
1131553,1320,167,53
1131721,1614,194,75
1131769,852,106,36
1131913,1488,157,91
1131937,1068,130,48
1131961,1032,112,60
1132009,1224,141,63
1132177,1368,171,57
1132249,1230,136,69
1132321,642,70,37
1132393,1710,205,80
1132561,924,109,45
1132633,1158,137,56
1132753,1278,153,60
1132969,1440,172,68
1132993,1350,161,64
1133017,1188,133,65
1133257,1482,178,69
1133641,906,95,56
1133689,1032,116,56
1133809,1134,134,55
1133857,1608,183,85
1134169,1026,122,49
1134193,1356,145,81
1134241,804,90,44
1134313,1494,173,76
1134481,972,122,40
1134649,1158,127,66
1134673,1170,138,57
1134697,1362,145,82
1134769,1092,118,64
1134841,1368,148,80
1134961,816,82,54
1135009,720,83,37
1135081,1020,115,55
1135129,1176,138,58
1135201,762,82,45
1135513,1122,136,51
1135633,1632,193,79
1135657,1518,181,72
1135777,1356,148,78
1135873,1470,169,76
1135921,966,102,59
1135969,1044,120,54
1136041,876,101,45
1136089,1242,128,79
1136329,1326,143,78
1136449,1488,170,78
1136593,1242,138,69
1136617,1278,152,61
1136809,1254,147,62
1136833,1350,164,61
1137001,1452,161,81
1137289,1152,132,60
1137313,894,99,50
1137337,1668,200,78
1137457,1152,136,56
1137481,1188,145,53
1137529,990,104,61
1137553,1044,111,63
1137673,1002,126,41
1137817,1326,149,72
1137889,720,73,47
1137937,1536,171,85
1138057,1632,186,86
1138273,1800,203,97
1138369,882,93,54
1138393,1254,156,53
1138441,1332,150,72
1138681,966,105,56
1138729,918,106,47
1138777,1572,191,71
1138849,1296,146,70
1139041,642,75,32
1139329,984,111,53
1139353,1236,155,51
1139473,1410,166,69
1139521,1440,155,85
1139713,930,107,48
1140121,1236,133,73
1140289,1548,173,85
1140577,972,115,47
1140697,1872,207,105
1140721,954,105,54
1140913,1164,141,53
1141009,876,107,39
1141033,1380,152,78
1141081,1218,141,62
1141321,1104,124,60
1141417,1584,183,81
1141633,1158,139,54
1141801,1146,124,67
1141849,1146,132,59
1141969,1392,152,80
1142017,1710,192,93
1142041,1422,158,79
1142161,1008,116,52
1142233,1428,162,76
1142353,1236,151,55
1142473,1356,154,72
1142569,972,95,67
1142593,1002,115,52
1142737,1416,159,77
1142809,1206,145,56
1142833,1296,152,64
1142881,996,114,52
1142929,1206,143,58
1143049,1392,165,67
